"","V1","V2","V3","V4"
"42480",16503,16334,16658,16579
"42481",15853,15848,15899,15545
"42482",20559,20619,20611,16609
"42483",20694,20619,16658,16781
"42484",16786,20619,16658,20694
"42485",20619,16786,16658,16579
"42486",16642,16334,16487,16480
"42487",20715,20717,16731,16744
"42488",16667,20715,16731,16744
"42489",20728,16705,16731,20717
"42490",20717,16705,16731,16744
"42491",15186,15376,23852,15568
"42492",14651,14730,23852,15376
"42493",15186,14651,23852,15376
"42494",15412,15719,23850,15424
"42495",15331,15719,23850,21955
"42496",15222,14854,23850,15233
"42497",15222,15233,23850,21955
"42498",15117,15085,23850,14826
"42499",16819,20822,20839,20815
"42500",20729,16616,16679,16782
"42501",16616,20729,16679,16731
"42502",20778,16785,20766,20780
"42503",16715,16538,16662,16454
"42504",16820,16831,16815,20842
"42505",20789,20729,20769,16782
"42506",16785,16769,20766,20744
"42507",16799,16771,20815,20733
"42508",20769,20778,20794,16785
"42509",21076,12324,21111,12523
"42510",16819,20822,20815,20733
"42511",16769,16674,20700,20744
"42512",20737,20711,20745,20755
"42513",16662,16387,16376,16454
"42514",16403,16450,16492,16531
"42515",22099,21592,22944,22934
"42516",20766,16769,20730,20700
"42517",16651,16728,16674,16785
"42518",16772,16820,16815,20807
"42519",16782,20769,16785,16778
"42520",8655,8661,23860,23669
"42521",22787,21604,24731,24656
"42522",16272,16474,23857,16256
"42523",20833,16829,23859,16836
"42524",16616,16731,16679,16533
"42525",16277,16308,16507,16550
"42526",16731,16533,16678,16679
"42527",16495,16586,16723,16384
"42528",16627,16781,20677,16796
"42529",16550,16308,16507,16605
"42530",16376,16233,22371,16458
"42531",16458,16189,22371,16363
"42532",476,375,24450,21889
"42533",16302,16358,16464,16249
"42534",16508,16771,16507,16677
"42535",16647,16662,22371,16783
"42536",20769,20778,16785,16778
"42537",16358,16173,23858,16449
"42538",16813,16772,16767,20782
"42539",16542,16728,16488,16651
"42540",15992,15980,16285,15945
"42541",20711,16691,16678,16731
"42542",20711,16731,16678,20755
"42543",20711,20755,16678,20745
"42544",16724,16496,22371,16641
"42545",16785,20744,20766,20780
"42546",16379,16397,16280,16139
"42547",16233,16366,22371,16056
"42548",11079,9514,22764,22052
"42549",16407,16542,16574,16488
"42550",15689,15721,16077,15884
"42551",12324,21076,21111,13614
"42552",16788,20752,20690,20726
"42553",16733,16627,20677,16796
"42554",16708,20648,16703,16592
"42555",16781,16728,16574,16542
"42556",16542,16728,16574,16488
"42557",13228,13219,24256,13248
"42558",16106,15853,16081,16255
"42559",16574,16627,16736,16796
"42560",22597,429,24762,23936
"42561",16785,20778,20794,20780
"42562",16831,20852,16834,16815
"42563",20590,16747,20675,20624
"42564",16535,16591,16768,16697
"42565",20815,16831,20842,20839
"42566",16728,16488,16674,16574
"42567",16728,16651,16674,16488
"42568",16728,16785,20762,16674
"42569",22014,20053,24981,24030
"42570",16629,16733,20644,20991
"42571",16785,16769,20744,16674
"42572",16662,16715,20690,16802
"42573",20786,16769,20753,20766
"42574",16715,16802,20696,20727
"42575",16784,16770,16776,16830
"42576",16771,16819,20815,20733
"42577",16674,16785,20780,20744
"42578",16790,16808,16688,16734
"42579",16785,16674,20780,20762
"42580",16205,16160,16426,16224
"42581",20772,16785,20794,20780
"42582",20772,16811,20794,16728
"42583",16728,16811,20794,16785
"42584",20772,16728,20794,16785
"42585",20583,16576,16528,16603
"42586",16769,16637,20700,16674
"42587",20811,20846,20840,16838
"42588",10271,10693,23912,10581
"42589",20800,16805,20652,20743
"42590",16263,16146,23858,16063
"42591",16834,16826,16777,20825
"42592",16814,20756,20833,16783
"42593",20805,20856,20836,16836
"42594",20752,16788,20760,20726
"42595",20834,20829,20855,16823
"42596",20749,16719,16726,20711
"42597",20822,20730,16838,20818
"42598",16834,16819,16826,20831
"42599",385,356,24434,21804
"42600",16769,20766,20730,20753
"42601",16698,16743,20626,16645
"42602",20581,16298,23843,16665
"42603",12741,12784,22374,12779
"42604",4889,18179,18304,18265
"42605",16032,15944,16143,16344
"42606",20858,20843,20832,16827
"42607",20830,16822,16833,20808
"42608",20753,20730,16819,20822
"42609",16771,16769,16550,20730
"42610",16387,16224,16567,16426
"42611",16769,20700,16550,20730
"42612",16160,16387,16426,16224
"42613",10581,10693,23912,10660
"42614",20856,16836,23859,20923
"42615",16829,21016,23859,16836
"42616",16836,21016,23859,20923
"42617",20666,16575,16685,16706
"42618",16711,16707,20689,20654
"42619",16160,16366,22371,16233
"42620",16662,16387,22371,16376
"42621",16496,16724,22371,16783
"42622",16496,16376,22371,16458
"42623",16496,16458,22371,16641
"42624",16508,16550,16484,16277
"42625",16550,16508,16507,16277
"42626",20823,16799,20817,20842
"42627",20753,20730,20733,16819
"42628",1156,1187,23625,1178
"42629",20753,16769,20733,20730
"42630",12105,12359,21110,21019
"42631",20822,20753,20733,16819
"42632",16496,16715,22371,16376
"42633",20805,20856,16836,16824
"42634",20733,16799,16813,20815
"42635",16783,16724,22371,16641
"42636",16387,16160,22371,16233
"42637",16056,16559,22371,16189
"42638",16296,15992,16285,16132
"42639",6347,6392,24386,22463
"42640",15020,15079,15122,14849
"42641",16647,16567,22371,16662
"42642",16160,16387,22371,16426
"42643",16233,16056,22371,16189
"42644",16820,20784,16813,20823
"42645",16820,16799,20817,20823
"42646",16819,16771,20815,16831
"42647",22985,22010,23861,23235
"42648",16759,20811,16838,20685
"42649",16799,20823,16813,20815
"42650",20823,16799,20842,20815
"42651",16799,16831,20842,20815
"42652",16799,16820,20842,16831
"42653",16685,20640,20682,20654
"42654",15577,15374,23844,23794
"42655",15698,15636,23844,15924
"42656",20771,20815,20733,16813
"42657",16387,16233,22371,16376
"42658",16813,16820,20782,20784
"42659",12359,19319,21110,21019
"42660",16772,16820,20782,16813
"42661",20771,16798,20784,16813
"42662",19319,12359,21110,12577
"42663",16355,20573,16552,20584
"42664",16800,16817,20810,16791
"42665",20827,20830,16833,20829
"42666",12359,12105,21110,12577
"42667",9902,9856,22266,9833
"42668",20784,16820,20817,20823
"42669",16799,16820,20817,20842
"42670",20834,16823,20855,16818
"42671",16823,16816,16833,16832
"42672",21373,21470,22573,21856
"42673",16269,16340,16479,16447
"42674",20616,20613,20651,16604
"42675",16303,16269,16447,16244
"42676",20801,16773,20713,20739
"42677",20801,16773,16757,20713
"42678",16798,20801,20774,20784
"42679",16798,16813,16757,20784
"42680",16678,16726,16718,16516
"42681",20737,16798,20774,20771
"42682",16635,16340,16479,16536
"42683",20784,16813,16757,20782
"42684",20801,20713,16757,20725
"42685",20725,16726,16653,16757
"42686",20749,16719,20682,20705
"42687",16707,16719,20682,16685
"42688",16244,16269,16447,16340
"42689",15085,15331,23850,15233
"42690",16719,20749,20682,20721
"42691",16298,20581,16388,20510
"42692",16678,16687,23862,23805
"42693",20640,20584,20654,16685
"42694",20666,16719,20682,20721
"42695",20835,20848,16825,20825
"42696",15361,15636,23844,15698
"42697",20749,20737,16726,20725
"42698",20737,20749,16726,20711
"42699",16590,20627,16606,16755
"42700",16640,16447,16479,16635
"42701",16726,16707,16653,16525
"42702",22080,10060,24709,24120
"42703",20711,16691,16726,16678
"42704",20737,20711,16726,16678
"42705",14854,15085,23850,15233
"42706",15719,15331,23850,15382
"42707",16464,16302,16525,16516
"42708",12655,12780,23409,22468
"42709",16798,20725,16757,16726
"42710",20713,16707,20705,16711
"42711",16665,16711,20689,20654
"42712",16288,16338,16498,16214
"42713",16575,20666,16685,20573
"42714",16214,16338,16498,16575
"42715",16726,20713,16653,16707
"42716",16715,16496,22371,16783
"42717",16798,20801,16757,20725
"42718",20801,16798,16757,20784
"42719",16772,16635,16767,16536
"42720",15308,15466,15231,15624
"42721",16647,16426,22371,16567
"42722",16715,16662,22371,16376
"42723",16426,16647,22371,16511
"42724",16641,16458,22371,16363
"42725",16662,16715,22371,16783
"42726",16366,16426,22371,16511
"42727",16559,16641,22371,16363
"42728",16718,16508,16677,22370
"42729",20650,20634,16709,16654
"42730",20813,20787,16812,16818
"42731",21807,24350,25107,24353
"42732",1006,939,22179,944
"42733",16773,20801,16767,20739
"42734",20739,20801,16767,20782
"42735",8508,8531,23716,8547
"42736",16269,16007,16479,16340
"42737",16520,16269,16479,16447
"42738",16640,16520,16479,16447
"42739",20713,16707,16711,16653
"42740",16798,20771,23862,16813
"42741",16355,16298,16388,20510
"42742",16415,16654,20533,16322
"42743",20089,20027,19994,15372
"42744",16355,16298,20510,16552
"42745",22158,21783,23975,23581
"42746",20341,20370,20429,16180
"42747",22123,1232,1290,1288
"42748",15574,15756,15910,15496
"42749",20467,20432,16388,20510
"42750",20489,20467,16388,20510
"42751",16355,16149,16388,16298
"42752",20666,20640,20682,16685
"42753",20171,15527,20063,20068
"42754",20467,16388,16161,16307
"42755",20654,16665,20632,20689
"42756",1232,22123,23848,1288
"42757",15816,15577,23844,21956
"42758",15675,15924,23844,21956
"42759",22564,23143,24410,23492
"42760",16711,20713,20689,20705
"42761",20489,20467,16307,16388
"42762",15466,15645,15334,15624
"42763",16164,16355,16552,16260
"42764",16298,20581,16552,16665
"42765",16355,16214,16498,20573
"42766",16164,16355,16498,16552
"42767",20573,16575,16498,16685
"42768",16520,16260,16552,16303
"42769",16303,16260,16552,16298
"42770",16520,16303,16552,16298
"42771",20573,20640,16685,20584
"42772",20573,20584,16685,16552
"42773",20713,20725,20705,16726
"42774",20713,16726,20705,16707
"42775",16719,20666,20682,16685
"42776",16707,16685,20682,20654
"42777",20581,16665,20647,20632
"42778",20522,16575,16498,20573
"42779",16214,20522,16498,20573
"42780",20522,16214,16498,16575
"42781",13552,13536,23142,13573
"42782",21526,22351,24251,23639
"42783",16665,20584,16552,20654
"42784",16707,20705,20689,20654
"42785",20725,20749,20705,16726
"42786",20749,16719,20705,16726
"42787",16726,16719,20705,16707
"42788",15374,15675,23844,23794
"42789",12700,12665,24371,12768
"42790",20604,16681,23863,23843
"42791",16652,20692,16764,16681
"42792",15775,15551,15982,16095
"42793",12681,12655,23409,22468
"42794",8004,7948,23864,21086
"42795",20589,20536,16448,20533
"42796",20692,20604,20650,16681
"42797",20634,16589,16709,16654
"42798",22968,10570,25009,24217
"42799",22370,16687,23862,23858
"42800",16552,20581,20510,20584
"42801",16298,20581,20510,16552
"42802",10467,10603,23547,10302
"42803",16154,15834,15986,16020
"42804",15645,15914,15624,15762
"42805",15675,21956,23844,23794
"42806",12681,12539,23409,12655
"42807",20581,16552,16665,20584
"42808",14999,15192,19889,15372
"42809",15665,20223,23839,23092
"42810",15857,16118,15978,20295
"42811",16820,16799,16815,16831
"42812",20564,20581,16388,16371
"42813",15671,20200,20148,20250
"42814",15998,20370,20274,20341
"42815",16149,16136,16161,16307
"42816",20069,20027,20148,15389
"42817",2619,2813,24415,22125
"42818",20200,15857,20250,15671
"42819",7793,7802,23963,7773
"42820",16069,15907,20317,20201
"42821",15857,15693,15407,15671
"42822",16371,20489,16307,16388
"42823",7780,7804,23963,7773
"42824",20435,20489,16307,20516
"42825",20516,20489,16307,16371
"42826",19770,14979,19884,19718
"42827",20730,16759,16838,20685
"42828",20650,20720,16709,20634
"42829",16136,16069,15801,15961
"42830",16126,16547,21950,16187
"42831",11836,21456,24389,24037
"42832",16095,15775,16031,15982
"42833",20449,20533,16448,20440
"42834",20431,20489,16307,20435
"42835",19838,14890,14724,15019
"42836",20202,15799,23839,23092
"42837",15799,20202,23839,20099
"42838",20435,20516,16307,16371
"42839",15393,15114,20003,19954
"42840",20394,20357,16175,15978
"42841",15332,15693,15407,15857
"42842",20099,20202,23839,22190
"42843",15513,22393,23839,22411
"42844",14156,14316,14137,14061
"42845",15466,15645,15624,15762
"42846",20489,20564,16371,20516
"42847",14430,14789,14417,14812
"42848",16699,20710,23865,23558
"42849",14999,14890,19889,15192
"42850",15493,15645,15496,15334
"42851",19941,19838,15257,19889
"42852",20068,19981,20031,19925
"42853",14517,19715,24412,14524
"42854",15676,15329,15308,15533
"42855",20200,15671,20148,20089
"42856",15513,22365,23839,22393
"42857",20553,16578,20524,20608
"42858",16054,20263,15838,15772
"42859",19900,15562,15568,15628
"42860",22342,7655,23963,23116
"42861",16355,16149,16161,16388
"42862",16085,16365,16045,16210
"42863",11110,11116,21905,11154
"42864",20431,20467,20380,16307
"42865",15329,15166,15614,15308
"42866",15998,16153,20308,20216
"42867",16172,20432,16161,20380
"42868",20432,20467,16161,20380
"42869",16307,16136,16161,20380
"42870",20467,16307,16161,20380
"42871",15308,15676,15624,15614
"42872",15676,15329,15614,15308
"42873",12774,13824,23840,13659
"42874",21442,12502,22889,21692
"42875",16269,16085,23843,16547
"42876",15828,16149,15986,16044
"42877",9081,7474,23293,8589
"42878",16210,16126,16060,15985
"42879",15166,15308,15231,15614
"42880",15332,15857,15407,15671
"42881",14430,14289,14417,14789
"42882",15466,15676,15624,15308
"42883",12589,12273,13912,13703
"42884",685,316,23234,22543
"42885",15772,16027,15998,15653
"42886",15671,15468,20148,15389
"42887",15624,15466,15231,15334
"42888",21297,23502,24395,23544
"42889",19954,15114,20003,19885
"42890",15527,15671,20171,15532
"42891",14718,14401,19738,19719
"42892",15018,15091,15252,14700
"42893",16307,20431,23867,20380
"42894",8453,20880,24394,20911
"42895",15614,15289,15671,15332
"42896",15676,15466,15624,15762
"42897",16085,16210,16045,15985
"42898",11788,11915,23322,21468
"42899",15614,15332,15671,15857
"42900",21043,21011,14796,19787
"42901",15414,15974,15958,15771
"42902",23594,23344,24703,23595
"42903",15427,14958,23813,15198
"42904",15547,15181,15273,15613
"42905",12592,12984,23812,21939
"42906",19941,15257,19880,19981
"42907",13697,12083,12422,12388
"42908",14933,14533,14810,14805
"42909",12374,12072,23840,12009
"42910",14279,14297,24413,13927
"42911",19597,14198,24412,19715
"42912",14718,14396,14710,19738
"42913",20829,16823,16832,20855
"42914",14999,14890,15192,14653
"42915",20295,20362,23867,23811
"42916",23492,23143,24410,24345
"42917",15372,15532,19941,19994
"42918",15527,19941,20063,20068
"42919",15671,15468,23867,20250
"42920",20380,20431,23867,20317
"42921",11919,12984,23812,12856
"42922",20089,15527,20063,20171
"42923",15372,20027,19884,19954
"42924",15614,15289,15468,15671
"42925",15393,15114,19954,15389
"42926",14819,14808,19885,15114
"42927",15614,15329,15468,15289
"42928",15114,15393,15290,15389
"42929",20027,15671,15389,15372
"42930",15527,19941,19981,15257
"42931",19818,14979,19884,19954
"42932",15671,15468,20250,20201
"42933",20069,15393,19954,15389
"42934",16172,15907,20317,16069
"42935",19838,15019,19880,19941
"42936",14071,14095,24412,14279
"42937",15393,20069,15290,15389
"42938",16699,16754,23865,16695
"42939",13626,13618,24662,24313
"42940",20089,15527,20171,15532
"42941",14919,19848,19910,14960
"42942",20263,20258,15838,20145
"42943",15329,15801,15468,15533
"42944",15857,15614,15468,15671
"42945",19307,19339,24686,22696
"42946",14774,14975,15273,15057
"42947",20089,15671,20148,20027
"42948",15693,15857,15978,15671
"42949",21216,21530,23102,22460
"42950",16054,20370,20331,20263
"42951",20013,15373,15273,15244
"42952",15434,15547,15541,15772
"42953",20069,15468,20148,20201
"42954",21449,2619,24415,22125
"42955",14401,14258,14368,19719
"42956",20746,20683,23865,21951
"42957",20200,15857,20295,20250
"42958",12984,13697,23812,12856
"42959",19770,14979,19889,19884
"42960",20027,20069,19954,15389
"42961",19845,14986,15202,14928
"42962",15857,20200,20295,20279
"42963",19994,15372,19889,19941
"42964",11919,12856,23812,12083
"42965",19838,19760,19880,15019
"42966",15612,15472,20104,20131
"42967",12856,13697,23812,12083
"42968",606,608,24725,23303
"42969",23891,24228,24717,24458
"42970",21292,10992,22375,24505
"42971",19760,14679,19880,15019
"42972",19941,15527,19981,20068
"42973",15527,15693,20171,15407
"42974",15671,15527,20171,15407
"42975",15693,15671,20171,15407
"42976",22190,20202,23839,22365
"42977",20798,20754,21116,16781
"42978",15025,15361,23844,15341
"42979",15671,15857,15978,20171
"42980",15693,15671,15978,20171
"42981",16118,15978,16175,15827
"42982",15910,15827,16175,16232
"42983",15869,15527,15720,15497
"42984",22125,2813,24415,22948
"42985",15332,15407,15385,15018
"42986",15260,14819,19885,15114
"42987",14987,19821,14672,15060
"42988",19941,15019,19880,15257
"42989",19767,14819,19885,19728
"42990",14819,19831,19885,19728
"42991",14808,19818,19885,15114
"42992",15372,19994,19889,19884
"42993",16589,16415,20615,20589
"42994",14928,15091,15202,19925
"42995",14999,15372,19889,19884
"42996",14979,14999,19889,19884
"42997",21043,21011,14710,14796
"42998",15527,15532,20063,19941
"42999",15372,20027,19954,15389
"43000",14979,15372,19954,15389
"43001",14979,14999,19884,15372
"43002",15998,20370,16180,20274
"43003",20031,15720,20110,20153
"43004",19787,14517,21024,21011
"43005",15257,15019,19880,19981
"43006",16415,20589,16448,20533
"43007",20216,20062,20173,20123
"43008",20062,15795,20123,20216
"43009",16448,16423,20491,20548
"43010",16201,16335,20245,20340
"43011",15171,15647,15367,15475
"43012",20370,20432,16180,20331
"43013",20263,20147,15838,15772
"43014",19715,14679,14524,14796
"43015",14279,14071,24413,24412
"43016",14517,19715,14524,14796
"43017",20224,20297,20153,15720
"43018",15192,15532,15257,15372
"43019",15372,15532,15257,19941
"43020",15372,19941,15257,19889
"43021",15192,15372,15257,19889
"43022",2619,2861,24415,2986
"43023",20025,15475,19933,19984
"43024",15795,20000,15369,20062
"43025",19760,19646,19715,14679
"43026",15114,19818,19885,19954
"43027",19715,19787,14796,14517
"43028",15640,15414,24414,15368
"43029",14256,19643,24412,14517
"43030",14928,14574,14524,14614
"43031",14679,19832,14524,14796
"43032",14986,21043,19862,14710
"43033",14517,19787,14796,21011
"43034",19821,14718,19738,19719
"43035",14626,14478,14414,14750
"43036",15502,15547,15500,15367
"43037",20224,15862,20110,20104
"43038",20317,16054,20331,20258
"43039",15475,15647,15367,20062
"43040",15772,15547,15998,15613
"43041",15541,15772,15998,15653
"43042",20013,15244,15273,15613
"43043",15647,15881,20173,20062
"43044",21875,2269,23913,22719
"43045",15393,20147,20003,15373
"43046",20013,15260,19869,19935
"43047",20907,20871,21142,7190
"43048",20147,15393,15838,15373
"43049",15547,15434,15613,15772
"43050",15434,15373,15613,15772
"43051",15260,15057,15373,20013
"43052",20069,15393,20003,19954
"43053",20137,20147,15772,15373
"43054",19885,15260,20003,19935
"43055",15393,20069,20003,20145
"43056",20013,15260,20003,15373
"43057",15260,15393,20003,15373
"43058",15475,15190,15369,15367
"43059",15647,15795,15989,15502
"43060",19745,14582,15190,19835
"43061",14582,19745,15190,14919
"43062",15509,15834,15653,15500
"43063",14960,19956,15244,19869
"43064",15260,19831,19869,19935
"43065",19848,14960,19869,19956
"43066",19956,20000,15244,20070
"43067",19848,19910,15244,19956
"43068",15363,15509,15653,15500
"43069",15373,20137,15613,15772
"43070",14936,15260,19869,15057
"43071",15057,15260,19869,20013
"43072",19732,19831,19869,14632
"43073",14632,19831,19869,14936
"43074",19732,14632,19869,19741
"43075",19741,14632,19869,14936
"43076",14960,19848,15244,19956
"43077",19848,14960,15244,19910
"43078",14975,14960,15244,14936
"43079",14936,14960,15244,19869
"43080",20013,19956,15244,20070
"43081",15547,15795,15998,15613
"43082",14975,14936,15244,15057
"43083",15057,14936,15244,19869
"43084",20013,15057,15244,19869
"43085",19956,20013,15244,19869
"43086",15057,20013,15244,15373
"43087",20464,16416,20429,20509
"43088",15795,15547,15998,15967
"43089",2567,2292,23913,2226
"43090",14771,14582,15190,14730
"43091",14582,14771,15190,14785
"43092",15547,15772,15998,15541
"43093",15885,20109,20018,20211
"43094",15881,20062,15660,20100
"43095",20062,15475,15660,20100
"43096",15647,15795,15367,20062
"43097",15967,15547,15500,15502
"43098",15434,15181,15613,15373
"43099",15057,14975,15273,15244
"43100",15509,15834,15500,16043
"43101",15967,15787,15500,16043
"43102",15748,15967,15500,15502
"43103",15748,15787,15500,15967
"43104",15373,20013,15273,15613
"43105",15373,15057,15273,15244
"43106",20258,16054,20331,20263
"43107",15500,15363,15386,15653
"43108",15541,15500,15386,15653
"43109",20137,20013,15613,20070
"43110",15907,20201,15838,20317
"43111",20317,20201,15838,20258
"43112",20201,20069,15838,20145
"43113",15468,15533,15838,15290
"43114",15468,20069,15838,20201
"43115",20069,15468,15838,15290
"43116",15801,15533,15838,15468
"43117",15838,15801,15468,20201
"43118",15801,15907,15838,15533
"43119",16153,20421,20413,20299
"43120",15834,16043,15653,15500
"43121",15500,15547,15653,15541
"43122",16416,20464,20429,20341
"43123",16416,20464,20341,16153
"43124",16154,16043,20341,15998
"43125",11549,11938,24427,24346
"43126",20263,16054,20274,15772
"43127",15795,15647,15989,20062
"43128",15967,15547,15998,15500
"43129",15500,15547,15998,15653
"43130",16027,16154,15998,16043
"43131",16043,15500,15998,15653
"43132",16043,15967,15998,15500
"43133",15834,16043,15998,15653
"43134",16027,15834,15998,15653
"43135",15834,16027,15998,16043
"43136",20137,15772,20274,15998
"43137",15795,20137,20274,15613
"43138",15613,20137,20274,15998
"43139",15795,15613,20274,15998
"43140",15647,20062,20173,15989
"43141",20341,16153,20413,20308
"43142",20584,16355,20509,20510
"43143",16153,15998,20308,20341
"43144",20062,20216,20173,15989
"43145",15967,15795,15989,16153
"43146",16414,16578,20524,20553
"43147",15067,19828,21031,14885
"43148",15881,15647,20173,15989
"43149",15967,15748,15989,15502
"43150",19840,14919,19984,15190
"43151",15881,15647,15660,15475
"43152",20355,16119,20299,20421
"43153",20173,15881,20204,20100
"43154",15795,20070,20123,20186
"43155",20000,15795,20123,20062
"43156",15795,20000,20123,20070
"43157",20216,16153,20308,20299
"43158",15989,20216,20173,20299
"43159",16345,16321,16225,16004
"43160",15547,15967,15989,15502
"43161",15795,15547,15989,15502
"43162",15547,15795,15989,15967
"43163",20421,16119,20299,15989
"43164",16153,20421,20299,15989
"43165",15881,20100,15660,20204
"43166",16153,20216,15989,20299
"43167",16416,16355,20509,20573
"43168",20573,16355,20509,20584
"43169",20464,16416,20509,20507
"43170",20464,20341,20413,20308
"43171",20464,16153,20413,20341
"43172",16416,20464,20413,16391
"43173",20507,16416,20509,20573
"43174",20421,16391,20413,20471
"43175",20471,16391,20413,20507
"43176",20062,20000,19984,20123
"43177",20025,15475,19929,19933
"43178",16578,20529,20497,20524
"43179",15989,15881,20204,20173
"43180",16119,15989,20204,20299
"43181",19836,19972,19874,15071
"43182",20299,15989,20204,20173
"43183",20524,16414,16317,16287
"43184",21048,6368,22809,22808
"43185",20355,16119,20204,20299
"43186",15885,15881,15660,20204
"43187",15190,14919,19984,15369
"43188",15475,15190,19933,19984
"43189",15885,15881,20204,16119
"43190",15190,19840,19933,19984
"43191",21199,6762,23149,21425
"43192",14800,14993,19873,19863
"43193",19900,19907,19986,15628
"43194",15475,20025,19929,15660
"43195",14993,19908,19957,21025
"43196",19835,15475,15190,19933
"43197",15475,19835,19929,19933
"43198",20348,20433,16317,16359
"43199",16676,20636,16583,20547
"43200",20348,20164,16317,20285
"43201",15885,15668,15628,20018
"43202",6693,6633,23149,6710
"43203",16578,20529,16359,20497
"43204",20355,16119,20211,20204
"43205",16434,20411,20444,20493
"43206",16434,16279,20444,20411
"43207",16309,16500,20484,20501
"43208",19896,19841,19937,15061
"43209",6368,5522,22809,22808
"43210",15847,20340,20256,15920
"43211",16578,16414,16359,16287
"43212",20529,20493,16359,20444
"43213",14627,19907,19900,14771
"43214",15753,15481,15692,15511
"43215",18469,5532,22811,18461
"43216",15343,15356,15562,15639
"43217",15660,19907,20018,19929
"43218",16295,20378,20416,20484
"43219",15885,20209,20305,20211
"43220",20348,20424,16317,20497
"43221",20424,20524,20497,20495
"43222",15263,15201,15295,15482
"43223",20209,20192,20057,15929
"43224",15896,16108,15929,20329
"43225",18469,6489,22811,5532
"43226",15583,15438,15736,20044
"43227",16583,16368,20484,20492
"43228",20524,20497,16359,16287
"43229",16218,16251,16359,16108
"43230",2292,2057,23913,2226
"43231",15028,19860,15109,15051
"43232",15275,15343,15526,15746
"43233",16434,16279,16359,16218
"43234",20433,20497,16317,16359
"43235",20329,16218,15929,20209
"43236",11248,11158,22421,21184
"43237",7458,7454,24170,22606
"43238",20619,16579,16609,16619
"43239",16620,16582,20552,20590
"43240",15311,15075,15292,15195
"43241",15562,15343,19908,15185
"43242",20164,15896,15746,15583
"43243",6977,8525,22355,7217
"43244",14743,15041,15263,15201
"43245",15201,15153,15482,15263
"43246",15639,15343,15746,15562
"43247",15515,15487,15482,20021
"43248",15746,15275,15639,23148
"43249",11632,11359,22355,11650
"43250",11359,9865,22355,11307
"43251",7217,8525,22355,6991
"43252",21199,6600,23149,21969
"43253",16093,16225,15920,16128
"43254",16287,16108,16317,16359
"43255",16108,20348,16317,16359
"43256",20164,20348,16317,16108
"43257",20424,16335,16317,20495
"43258",16218,20444,20305,20329
"43259",16335,20524,16317,20495
"43260",16108,16218,15929,20329
"43261",6710,6691,23149,21425
"43262",16119,15885,20211,20204
"43263",20109,15885,15668,15660
"43264",15885,20102,15929,20209
"43265",15491,15498,15811,15761
"43266",20164,16108,15746,15896
"43267",12595,21238,23357,21876
"43268",16119,20355,20305,20411
"43269",6600,6691,23149,6710
"43270",20355,16119,20305,20211
"43271",14712,15067,23869,14442
"43272",20348,20192,20329,16108
"43273",20102,15885,20211,20209
"43274",20348,16108,20329,16359
"43275",20433,20348,20329,16359
"43276",16218,20444,20329,16359
"43277",20444,20433,20329,16359
"43278",16108,16218,20329,16359
"43279",16108,20192,20329,15896
"43280",15415,15119,19966,21036
"43281",15669,15376,15668,15660
"43282",19908,15583,20044,15438
"43283",16088,16033,23870,15719
"43284",20227,20164,20044,15896
"43285",16119,15885,20305,20211
"43286",15515,19902,23869,15201
"43287",16218,20209,20305,15929
"43288",14685,15153,23869,14715
"43289",20209,15885,20305,15929
"43290",15562,19900,19908,15673
"43291",15071,14993,19908,15021
"43292",14993,19900,19873,19957
"43293",15660,20109,20018,15668
"43294",19907,15660,20018,15668
"43295",20130,20164,15736,20044
"43296",20102,15885,15628,20018
"43297",15343,15583,19908,15185
"43298",15343,14835,15562,15356
"43299",15356,14835,15562,15186
"43300",14835,14772,15562,15186
"43301",15021,14993,19908,14772
"43302",16853,16845,16859,4
"43303",20146,20157,20265,15935
"43304",14627,14771,19900,14518
"43305",14772,14993,19900,14551
"43306",14493,14518,19900,15186
"43307",14772,14493,19900,15186
"43308",14627,14518,19900,14551
"43309",14993,14627,19900,14551
"43310",14551,14518,19900,14493
"43311",14772,14551,19900,14493
"43312",15343,15583,15526,15746
"43313",15263,15482,15295,15642
"43314",14949,14743,15263,15201
"43315",15673,15583,20044,19908
"43316",20018,20102,19986,15628
"43317",20157,15877,15996,20282
"43318",19972,15071,19957,21025
"43319",15071,19972,15228,21025
"43320",15153,14949,15263,15201
"43321",20164,15583,15736,20044
"43322",20166,20021,20129,15749
"43323",15185,15021,15438,19908
"43324",15487,15749,15642,15482
"43325",20922,19902,20021,15487
"43326",20132,20130,15736,15745
"43327",20164,16317,23872,23148
"43328",14772,15186,19908,15562
"43329",15562,15186,19908,19900
"43330",20102,20192,20057,20209
"43331",15071,14993,19957,21025
"43332",15071,19972,19874,15228
"43333",15071,14993,21025,19908
"43334",21025,19908,20044,15438
"43335",19972,21025,20044,15438
"43336",19895,14800,19863,15071
"43337",15071,14993,19863,19957
"43338",14800,14993,19863,15071
"43339",20164,20130,15736,20132
"43340",20164,20132,15736,15759
"43341",14800,19777,19863,19798
"43342",16225,16033,23870,16201
"43343",19827,14869,15217,19849
"43344",19827,19849,15217,19942
"43345",15438,20044,15415,15736
"43346",16396,16414,16493,20553
"43347",15487,15808,15749,20021
"43348",6164,6177,22367,21365
"43349",16033,16088,23870,16201
"43350",15515,19902,19966,15119
"43351",19903,19966,21036,15415
"43352",14880,14885,15228,21036
"43353",14829,15071,15228,15021
